id,timestamp,where_stranger,when_stranger,where_student,where_friend,coin_same,coin_different,number_0_10,number_list,number_big,demos_status,demos_identities,demos_languages,error_stranger,error_student,error_friend
143,2020-05-04T04:48:34Z,Cloudgate,1899-12-30T15:00:00Z,Regenstein Library,Regenstein Library,Tails,Heads,7,99,1000,UChicago undergraduate student,NA,NA,NA,NA,NA
144,2020-05-04T08:49:59Z,The bean,1899-12-30T12:00:00Z,the regenstein library,my apartment,Heads,Tails,7,100,1000000,UChicago undergraduate student,NA,NA,NA,NA,NA
145,2020-05-04T09:40:59Z,Reg first floor,1899-12-30T14:00:00Z,Reg,Reg,Heads,Heads,7,13,8,NA,NA,NA,NA,NA,NA
146,2020-05-04T09:54:00Z,The Bean,1899-12-30T12:00:00Z,The Reg,Our Apartment,Heads,Tails,0,100,1000000,NA,NA,NA,NA,NA,NA
147,2020-05-04T09:54:27Z,NA,1899-12-30T12:00:00Z,Reg,NA,Heads,Tails,5,100,100,UChicago undergraduate student,NA,NA,TRUE,NA,NA
148,2020-05-04T10:04:19Z,Reynolds Club,1899-12-30T12:00:00Z,Reynolds Club,Pret,Tails,Heads,3,261,1000000,NA,NA,NA,NA,NA,NA
149,2020-05-04T10:12:21Z,At Milenium Park near the bean.,1899-12-30T17:00:00Z,Inside the Reg near the entrance.,Outside of Max East.,Tails,Tails,5,7,100,UChicago undergraduate student,NA,NA,NA,NA,NA
150,2020-05-04T11:21:08Z,Their house,1899-12-30T14:00:00Z,UChicago Quad,Their room,Heads,Heads,5,100,100,UChicago undergraduate student,NA,NA,NA,NA,NA
151,2020-05-04T11:27:25Z,The reg,1899-12-30T14:00:00Z,The reg,Ratner Athletics Center,Tails,Heads,7,7,500,UChicago undergraduate student,NA,NA,NA,NA,NA
152,2020-05-04T13:08:09Z,Sears tower,1899-12-30T13:00:00Z,The Reg,The Reg,Heads,Heads,7,7,7,UChicago undergraduate student,NA,NA,NA,NA,NA
153,2020-05-04T19:47:53Z,I would meet them at the quad,1899-12-30T13:00:00Z,the quad,Rockerfeller lounge,Heads,Heads,4,261,10000000,NA,NA,NA,NA,NA,NA
154,2020-05-05T07:48:30Z,at their home,1899-12-30T10:00:00Z,the front of the Reg,their home,Heads,Tails,5,7,100,NA,NA,NA,TRUE,NA,NA
155,2023-02-01T15:54:20Z,the quad!,1899-12-30T10:00:00Z,the quad!,their dorm?,Heads,Heads,7,100,1000,UChicago undergraduate student,NA,NA,NA,NA,NA
156,2023-02-01T15:54:26Z,Millennium Park,1899-12-30T12:00:00Z,Regenstein Library,KGB,Heads,Tails,6,100,666,UChicago undergraduate student,NA,NA,NA,NA,NA
157,2023-02-01T15:54:56Z,Bean,1899-12-30T10:00:00Z,Quad,Lab,Heads,Tails,9,99,999,UChicago PhD student,NA,NA,NA,NA,NA
158,2023-02-01T15:55:45Z,Art Institute,1899-12-30T12:00:00Z,The Reg,Logan Square monument,Heads,Heads,0,100,100,UChicago PhD student,NA,NA,NA,NA,NA
159,2023-02-01T15:55:53Z,Bean,1899-12-30T12:00:00Z,Reg,Kgb first floor,Heads,Tails,10,555,100,UChicago undergraduate student,NA,NA,NA,NA,NA
160,2023-02-01T15:56:14Z,At the bean,1899-12-30T12:00:00Z,The quad,Prêt à manger,Heads,Tails,4,555,478,UChicago PhD student,NA,NA,NA,NA,NA
161,2023-02-01T15:56:23Z,the airport,NA,the bells or the quad,their room,Heads,Tails,5,100,1000000,UChicago undergraduate student,NA,NA,NA,TRUE,NA
162,2023-02-01T15:56:37Z,at their home,1899-12-30T10:00:00Z,library,at apartment,Heads,Heads,1,7,999,UChicago undergraduate student,NA,NA,TRUE,NA,NA
163,2023-02-01T15:56:56Z,Bean,1899-12-30T12:00:00Z,Big arch,KGB,Heads,Heads,5,100,100000,UChicago faculty/staff,NA,NA,NA,NA,NA
164,2023-02-01T15:57:01Z,Millennium park,1899-12-30T12:00:00Z,The square,KGB,Heads,Tails,5,100,100,UChicago PhD student,NA,NA,NA,NA,NA
165,2023-02-01T15:57:03Z,The Bean!,1899-12-30T10:00:00Z,The quad,My office,Heads,Tails,7,100,1000000,UChicago PhD student,NA,NA,NA,NA,NA
166,2023-02-02T11:06:58Z,I would meet them in an area with the most foot traffic (out of all locations in Chicago),1899-12-30T12:00:00Z,I would meet them in an area with the most foot traffic (out of all locations in UChicago),I would meet them at their dorm (they will eventually show up there),Heads,Heads,5,7,100,UChicago faculty/staff,NA,NA,TRUE,TRUE,NA
167,2023-02-02T11:09:19Z,The Chicago Bean,1899-12-30T12:00:00Z,The Reg,The Reg,Heads,Tails,5,100,1e20,UChicago undergraduate student,NA,NA,NA,NA,NA
168,2023-02-02T11:09:25Z,The Bean,1899-12-30T12:00:00Z,The center of the quad,Fraternity house,Tails,Heads,7,100,1000000,UChicago undergraduate student,NA,NA,NA,NA,NA
169,2023-02-02T11:09:30Z,On campus.,1899-12-30T12:00:00Z,At the library.,In his room.,Heads,Heads,10,100,1000000000,UChicago undergraduate student,NA,NA,NA,NA,NA
170,2023-02-02T11:09:43Z,A very common place or a major center within the city that everyone knows about.,1899-12-30T10:00:00Z,The Quad,At the CI and I (thats where we always end up),Tails,Tails,4,7,1000,UChicago undergraduate student,NA,NA,TRUE,NA,NA
171,2023-02-02T11:09:49Z,The Bean,1899-12-30T12:00:00Z,The Quad (2nd choice: Reg),Their room,Heads,Heads,3,100,999,UChicago undergraduate student,NA,NA,NA,NA,NA
172,2023-02-02T11:09:49Z,millenium park,1899-12-30T17:00:00Z,Regensgein,their residential building,Heads,Heads,0,7,999,UChicago undergraduate student,NA,NA,NA,NA,NA
173,2023-02-02T11:09:51Z,The bean,1899-12-30T14:00:00Z,The Reg,Bartlett,Heads,Tails,5,100,1000000,UChicago undergraduate student,NA,NA,NA,NA,NA
174,2023-02-02T11:10:05Z,the chicago bean?,1899-12-30T12:00:00Z,the reg,my room,Heads,Tails,7,7,100,UChicago undergraduate student,NA,NA,NA,NA,NA
175,2023-02-02T11:10:29Z,Meet at the Bean,1899-12-30T13:00:00Z,1st floor of the Reg,Woodlawn lounge,Heads,Tails,7,7,1000000,NA,NA,NA,NA,NA,NA
176,2023-02-02T11:10:52Z,"Millenium Park, the Bean",1899-12-30T11:00:00Z,"The reg, by the reception",pret,Heads,Heads,7,13,10000000,UChicago undergraduate student,NA,NA,NA,NA,NA
177,2023-02-02T11:11:12Z,Bean,1899-12-30T02:30:00Z,Underneath the uchicago arch,Pret,Heads,Heads,7,100,10000000,UChicago undergraduate student,NA,NA,NA,NA,NA
178,2023-02-02T11:14:23Z,I would go to the nearest coffee spot to my home,1899-12-30T12:01:00Z,Pret a Manager,Woodlawn dining hall,Tails,Heads,1,100,1000000,NA,NA,NA,NA,NA,NA
179,2023-02-02T16:29:17Z,Nutella cafe/I wouldn’t go meet them,1899-12-30T12:30:00Z,The quad or the reg,My dorm house,Heads,Heads,5,555,10000,UChicago undergraduate student,NA,NA,NA,NA,NA
180,2023-02-02T19:04:30Z,"I would probably go to Millenium Park because it is a big public setting. For one, it is a popular spot and it is also a huge public area so if anything bad we’re to happen people would see.",1899-12-30T15:00:00Z,I would go to a dining hall most likely,Either the crown weight room or bartlett/baker dining halls,Tails,Tails,3,7,1000000,UChicago undergraduate student,NA,NA,NA,NA,NA
181,2023-02-02T20:56:34Z,The Bean.,1899-12-30T12:00:00Z,The quad.,My room,Heads,Tails,5,100,1000000000000,UChicago undergraduate student,NA,NA,NA,NA,NA
182,2023-02-04T11:35:45Z,THE MOON!,NA,NA,NA,NA,NA,2,NA,NA,UChicago undergraduate student,NA,NA,TRUE,TRUE,NA
183,2023-02-05T13:55:52Z,Grant Park,1899-12-30T12:00:00Z,The Reg,The Reg,Tails,Tails,5,555,1000000,UChicago undergraduate student,NA,NA,NA,NA,NA
184,2023-02-07T11:01:22Z,It is literally impossible,1899-12-30T12:00:00Z,Reg,Their room,Heads,Heads,7,100,1000000,UChicago undergraduate student,NA,NA,NA,NA,NA
185,2023-02-07T11:01:33Z,millenium park,1899-12-30T11:00:00Z,Reynolds club,the reg,Heads,Heads,6,100,12000,UChicago undergraduate student,NA,NA,NA,NA,NA
186,2023-02-07T11:02:31Z,The quad,1899-12-30T12:00:00Z,The quad,Baker,Heads,Tails,10,100,1000000,UChicago undergraduate student,NA,NA,NA,NA,NA
187,2023-02-07T11:02:41Z,The Bean,1899-12-30T01:00:00Z,Quad,Pret,Heads,Heads,5,7,100,NA,NA,NA,NA,NA,NA
188,2023-02-07T11:02:47Z,The bean,1899-12-30T12:00:00Z,The quad,iHouse,Heads,Heads,8,13,9999,NA,NA,NA,NA,NA,NA
189,2023-02-07T11:03:10Z,The Bean,1899-12-30T12:00:00Z,The Quad,House lounge,Heads,Heads,5,100,1000000,NA,NA,NA,NA,NA,NA
190,2023-02-07T11:03:12Z,Chicago,1899-12-30T11:00:00Z,The Reg,Cathey,Heads,Tails,5,100,1000000,UChicago undergraduate student,NA,NA,NA,NA,NA
191,2023-02-07T11:03:53Z,The bean,1899-12-30T11:00:00Z,Center of the quad,Baker dining hall,Heads,Tails,7,7,1000,UChicago undergraduate student,NA,NA,NA,NA,NA
192,2023-02-07T11:03:53Z,The bean,1899-12-30T12:00:00Z,Quad or Bartlett,Bartlett or max p,Tails,Tails,7,100,1000000000000,UChicago undergraduate student,NA,NA,NA,NA,NA
193,2023-02-07T11:03:55Z,The Bean,1899-12-30T12:00:00Z,The reg,Woodlawn,Heads,Heads,7,7,1000000000,UChicago undergraduate student,NA,NA,NA,NA,NA
194,2023-02-07T11:03:57Z,The Bean,1899-12-30T19:00:00Z,The Main Quad,My Dorm Room,Heads,Heads,7,7,5000,UChicago undergraduate student,NA,NA,NA,NA,NA
195,2023-02-07T11:05:28Z,Probably a cafe.,1899-12-30T18:00:00Z,Regenstein,Dining hall,Heads,Tails,7,7,1000000,UChicago undergraduate student,NA,NA,NA,NA,NA
196,2023-02-07T11:06:41Z,NA,NA,NA,NA,Heads,Heads,5,13,NA,UChicago undergraduate student,NA,NA,NA,NA,NA
197,2023-02-07T11:06:49Z,Somewhere on Campus,1899-12-30T02:00:00Z,the book store,our house lounge,Heads,Heads,7,7,10,UChicago undergraduate student,NA,NA,NA,NA,NA
198,2023-02-07T11:07:27Z,Buckingham Fountain,1899-12-30T12:00:00Z,Quadrangle,Regenstein,Heads,Heads,7,7,1000000000,UChicago undergraduate student,NA,NA,NA,NA,NA
199,2023-02-07T11:07:29Z,Sears Tower,1899-12-30T12:00:00Z,Regenstein,Beecher,Heads,Heads,7,13,1000,UChicago faculty/staff,NA,NA,NA,NA,NA
200,2023-02-07T11:07:40Z,the bean,1899-12-30T12:00:00Z,the reg,my room,Heads,Heads,7,7,7,UChicago undergraduate student,NA,NA,NA,NA,NA
201,2023-02-07T11:07:54Z,The bean,1899-12-30T15:00:00Z,Hutchinson,The reg 4th floor,Heads,Heads,7,7,7777777,UChicago undergraduate student,NA,NA,NA,NA,NA
202,2023-02-07T11:07:55Z,Millenium park,1899-12-30T12:00:00Z,the Quad,the reg,Heads,Tails,5,7,1000000,UChicago undergraduate student,NA,NA,NA,NA,NA
203,2023-02-07T11:08:06Z,The Bean,1899-12-30T11:00:00Z,The Reg,Pret,Heads,Heads,7,555,1000000000,UChicago undergraduate student,NA,NA,NA,NA,NA
204,2023-02-07T11:08:07Z,The Bean,1899-12-30T12:00:00Z,The Quad,Our regular spot,Heads,Heads,7,555,1000000,NA,NA,NA,NA,NA,NA
205,2023-02-07T11:08:28Z,I would go to Depaul University's Barnes and Nobles,1899-12-30T10:00:00Z,Bartlett,The reg,Heads,Tails,6,555,45,UChicago undergraduate student,NA,NA,NA,NA,NA
206,2023-02-07T11:08:40Z,The bean,1899-12-30T18:00:00Z,The reg,South dorm,Tails,Tails,5,555,100,UChicago undergraduate student,NA,NA,NA,NA,NA
207,2023-02-07T11:08:52Z,Willis Tower,1899-12-30T12:00:00Z,Regenstein Library,Hillel House,Heads,Tails,5,7,999999999,UChicago undergraduate student,NA,NA,NA,NA,NA
208,2023-02-07T11:08:59Z,I would go to the bean,1899-12-30T12:00:00Z,Center of the quad,I go to their house,Heads,Heads,7,100,1000000,UChicago undergraduate student,NA,NA,NA,NA,NA
209,2023-02-07T11:09:01Z,the bean,1899-12-30T12:00:00Z,the reg,their dorm,Heads,Heads,0,7,100,UChicago undergraduate student,NA,NA,NA,NA,NA
210,2023-02-07T11:09:01Z,community center,1899-12-30T13:00:00Z,Reg,their room,Tails,Tails,5,555,10000,UChicago undergraduate student,NA,NA,NA,NA,NA
211,2023-02-07T11:09:08Z,Very center of Chicago,1899-12-30T12:00:00Z,Regenstein Lobby,Regenstein Lobby,Heads,Heads,10,100,100,UChicago undergraduate student,NA,NA,NA,NA,NA
212,2023-02-07T11:09:53Z,the bean,1899-12-30T12:00:00Z,The regenstein library,the regenstein library,Heads,Tails,7,7,150,UChicago undergraduate student,NA,NA,NA,NA,NA
213,2023-02-07T11:10:03Z,millennium park,1899-12-30T12:00:00Z,Quad,Cathey,Tails,Tails,5,7,100,UChicago undergraduate student,NA,NA,NA,NA,NA
214,2023-02-07T11:10:48Z,Roosavelt Station,1899-12-30T14:00:00Z,REG 518,Their dorm room,Heads,Heads,5,261,10000000,UChicago undergraduate student,NA,NA,NA,NA,NA
215,2023-02-07T11:11:02Z,Planetarium,1899-12-30T15:00:00Z,Reg,Gates,Heads,Heads,7,7,7,NA,NA,NA,NA,NA,NA
216,2023-02-07T11:11:07Z,River walk bridge,1899-12-30T02:00:00Z,Main quad,Cathey lounge,Heads,Heads,7,261,1000,UChicago undergraduate student,NA,NA,NA,NA,NA
217,2023-02-07T11:11:07Z,the Bean,1899-12-30T12:00:00Z,the reg,quad,Tails,Tails,5,100,999,NA,NA,NA,NA,NA,NA
218,2023-02-07T17:39:46Z,I will go meet them at the Bean.,1899-12-30T12:00:00Z,I will meet them at the Reg,I will meet her at Bartlett,Heads,Tails,7,7,1000000,UChicago undergraduate student,NA,NA,NA,NA,NA
219,2023-02-07T20:00:57Z,the bean,1899-12-30T12:00:00Z,reg,their dorm,Heads,Heads,7,7,100,UChicago undergraduate student,NA,NA,NA,NA,NA
220,2023-02-07T22:04:19Z,The Bean,1899-12-30T12:00:00Z,Pret,Crerar,Tails,Tails,7,7,1000000,UChicago undergraduate student,NA,NA,NA,NA,NA
221,2023-02-08T01:36:02Z,"Park (or office, depends on context)",1899-12-30T12:00:00Z,Reg,Reg,Heads,Heads,5,100,1000000,UChicago undergraduate student,NA,NA,NA,NA,NA
222,2023-02-08T14:17:48Z,Main quad,1899-12-30T12:00:00Z,Main quad,at Woodlawn dormitory,Heads,Tails,5,100,1000,UChicago undergraduate student,NA,NA,NA,NA,NA
223,2023-02-08T18:16:35Z,Downtown near the tallest building in Chicago.,1899-12-30T14:00:00Z,The Quad,Their room (we live in the same hall),Heads,Heads,7,13,100,UChicago undergraduate student,NA,NA,NA,NA,NA
224,2023-02-09T02:14:43Z,The Bean!,1899-12-30T12:00:00Z,The Main quad,The lobby of Woodlawn,Heads,Heads,7,13,100,UChicago undergraduate student,NA,NA,NA,NA,NA
225,2023-11-03T09:26:35Z,The bean,1899-12-30T09:00:00Z,Regenstein,1155,Heads,Heads,7,7,100,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year)",English,NA,NA,NA
226,2023-11-03T09:29:07Z,Outside,1899-12-30T08:00:00Z,Library,Their house,Heads,Heads,4,100,9000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","New to the University of Chicago (<1 year), New to Chicago (<1 year)",NA,NA,NA,NA
227,2023-11-03T09:51:18Z,the bean,1899-12-30T12:00:00Z,the reg,my apartment,Heads,Heads,5,13,555,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year), New to Chicago (<1 year)",NA,NA,NA,NA
228,2023-11-03T09:53:49Z,Cloud gate,1899-12-30T09:00:00Z,Regenstein Library,Rockefeller memorial chapel,Heads,Tails,10,7,10000000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Woman,Chinese,NA,NA,NA
229,2023-11-03T10:00:43Z,Downtown Art institute of Chicago,1899-12-30T13:00:00Z,Main quadrangle,Joseph Regenstein Library,Heads,Heads,5,555,999,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Woman,NA,NA,NA,NA
230,2023-11-03T10:19:40Z,In a coffee shop or a quiet (brunch) restaurant.,1899-12-30T11:00:00Z,"In the library, or student lounges.","In their apartment or in my apartment. Or any where we want, like coffee shop or restaurant.",Heads,Heads,5,100,100,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Woman,Mandarin and English,NA,NA,NA
231,2023-11-03T10:25:55Z,coffee shop,1899-12-30T02:00:00Z,starbucks,cafe,Heads,Heads,7,7,7,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Man, New to the University of Chicago (<1 year), New to Chicago (<1 year), New to the US (<1 year), Raised outside the US","mandarin, english, teochew",NA,NA,NA
232,2023-11-03T10:38:03Z,Library,1899-12-30T14:00:00Z,Library,1155,Heads,Tails,3,99,99,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Woman,NA,NA,NA,NA
233,2023-11-03T11:18:27Z,South Loop,1899-12-30T08:00:00Z,The Main Quadrangle,The place we always study together,Heads,Heads,7,99,100,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year), New to Chicago (<1 year), New to the US (<1 year), Raised outside the US",Mandarin,NA,NA,NA
234,2023-11-03T11:50:43Z,Willis Tower,1899-12-30T12:00:00Z,Mid-quadrangle,common spot,Heads,Heads,5,100,1000000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Woman,English,NA,NA,NA
235,2023-11-03T12:45:29Z,art institute entrance,1899-12-30T12:00:00Z,the quad,our apartment,Heads,Heads,6,100,1000000000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",NA,NA,NA,NA,NA
236,2023-11-03T13:25:27Z,Cloud Gate (the giant mirrored bean),1899-12-30T10:00:00Z,bookstore,classroom building,Heads,Tails,5,99,100000000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year), New to Chicago (<1 year), Raised outside the US","Mandarin, English",NA,NA,NA
237,2023-11-03T16:51:18Z,The bean,1899-12-30T11:00:00Z,Mansueto/reg entrance,Harper cafe,Heads,Tails,4,261,999,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year), New to Chicago (<1 year), Raised outside the US","English, Hindi, Gujarati",NA,NA,NA
238,2023-11-04T12:13:47Z,Art institute,1899-12-30T10:00:00Z,Regenstein Library,1155 building,Heads,Heads,5,7,100,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year), New to Chicago (<1 year), Raised outside the US",Chinese,NA,NA,NA
239,2023-11-04T20:30:15Z,Millennium Park,1899-12-30T10:00:00Z,Regenstein Library,Plain Air Cafe,Heads,Heads,7,100,9999,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Woman,Chinese; English,NA,NA,NA
240,2023-11-05T22:48:37Z,Bean,1899-12-30T12:00:00Z,Quad,Front door,Tails,Tails,8,7,8,Other UChicago student,Woman,English,NA,NA,NA
241,2023-11-06T16:20:43Z,To a place we talked about the most before agreeing to meet,1899-12-30T10:00:00Z,The library’s,Our normal meeting place,Heads,Heads,7,7,5555,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year)",NA,NA,NA,NA
242,2023-11-07T10:35:34Z,The bean (if it wasn’t still under construction),1899-12-30T12:00:00Z,1155 building,My apartment,Heads,Tails,7,7,1000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year), New to Chicago (<1 year)",English,NA,NA,NA
243,2024-01-09T14:16:03Z,The bean,1899-12-30T12:00:00Z,Bookstore,Kelly Beecher Green,Heads,Heads,6,100,100000000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Man,"Chinese, English",NA,NA,NA
244,2024-11-01T13:24:08Z,Near the riverwalk,1899-12-30T14:00:00Z,Social Science building,any coffee shop on campus,Heads,Heads,5,100,1000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year), New to Chicago (<1 year), Raised outside the US",Chinese/English,NA,NA,NA
245,2024-11-01T14:28:09Z,Insomnia Cookies,1899-12-30T14:00:00Z,Insomnia Cookies,Insomnia Cookies,Heads,Tails,5,555,999,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Woman,NA,NA,NA,NA
246,2024-11-01T14:32:46Z,University of Chicago,1899-12-30T10:00:00Z,Regenstein Library,Starbucks,Heads,Tails,7,555,999,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year)","English, Korean",NA,NA,NA
247,2024-11-01T14:39:37Z,A coffee shop,1899-12-30T10:30:00Z,Uchicago Library,MAPSS student lounge,Heads,Tails,10,100,100000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Woman,NA,NA,NA,NA
248,2024-11-01T14:44:31Z,The Bean,1899-12-30T22:00:00Z,Main Quadrangle,Harper Library,Heads,Heads,7,7,100,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Man, New to the University of Chicago (<1 year), New to Chicago (<1 year), Raised outside the US","English, French",NA,NA,NA
249,2024-11-01T14:54:39Z,Trump Tower,1899-12-30T08:30:00Z,Main Quad,Regenstein Library,Heads,Tails,5,99,99,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Woman,Mandarin,NA,NA,NA
250,2024-11-01T14:58:29Z,The Bean,1899-12-30T12:00:00Z,Middle of the Quad main crossways,"where he proposed to me, overlooking Robie House",Heads,Tails,7,7,1000000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year)",English,NA,NA,NA
251,2024-11-01T15:00:14Z,Bean,1899-12-30T12:00:00Z,glass library,social work,Heads,Tails,7,7,1000000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year), New to Chicago (<1 year)",Spanish and English,NA,NA,NA
252,2024-11-01T15:21:19Z,Cafeteria,1899-12-30T10:00:00Z,Campus on Squad,Her apartment,Heads,Heads,0,99,1000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year), Raised outside the US",NA,NA,NA,NA
253,2024-11-01T15:32:40Z,Navy Pier,1899-12-30T09:00:00Z,UChicago Bookstore,UChicago Bookstore,Heads,Heads,0,7,100,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Woman,NA,NA,NA,NA
254,2024-11-01T16:21:48Z,Cloudgate,1899-12-30T15:30:00Z,The University Bookstore,The University Bookstore,Heads,Heads,5,555,999999999,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Woman,English,NA,NA,NA
255,2024-11-01T17:34:50Z,Millennium Park,1899-12-30T12:00:00Z,The main quad,Our lab,Heads,Heads,8,100,10000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Woman,Mandarin,NA,NA,NA
256,2024-11-01T17:35:06Z,Chicago subway station,1899-12-30T12:00:00Z,Uchicago Bookstore,Grounds of Being,Heads,Heads,5,555,100,NA,"Woman, New to the University of Chicago (<1 year), New to Chicago (<1 year), New to the US (<1 year), Raised outside the US",Mandarin,NA,NA,NA
257,2024-11-01T17:45:19Z,millennium park,1899-12-30T11:30:00Z,University of Chicago,library,Heads,Heads,5,100,999,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Woman,NA,NA,NA,NA
258,2024-11-01T18:12:36Z,the bean,1899-12-30T12:00:00Z,regenstein,main quad,Heads,Heads,7,555,1500,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year)",English,NA,NA,NA
259,2024-11-01T19:00:19Z,The Mansueto Library,1899-12-30T09:30:00Z,The Regenstein Library,"The Graduate Lounge in 1155 Building, 2nd floor",Heads,Heads,7,555,1000000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year), New to Chicago (<1 year), New to the US (<1 year), Raised outside the US",Mandarin,NA,NA,NA
260,2024-11-01T20:33:32Z,Millennium Park,1899-12-30T11:00:00Z,Reg Library,Reg Library,Heads,Heads,5,100,100,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Woman,NA,NA,NA,NA
261,2024-11-01T21:31:52Z,La Serre,1899-12-30T18:00:00Z,Charles M. Harper Center,Starbucks,Tails,Heads,6,13,100,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year), New to Chicago (<1 year), New to the US (<1 year), Raised outside the US",Chinese,NA,NA,NA
262,2024-11-02T00:45:34Z,In front of Reg,1899-12-30T10:00:00Z,"Still, in front of Reg","Still, in front of Reg",Heads,Heads,5,100,100000000000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Man, New to Chicago (<1 year)","Mandarin, Japanese, English",NA,NA,NA
263,2024-11-02T10:08:45Z,their house,1899-12-30T12:00:00Z,the main quad,her house,Heads,Heads,7,100,1000000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year), New to Chicago (<1 year), Raised outside the US",NA,NA,NA,NA
264,2024-11-02T10:21:50Z,The Bean,1899-12-30T13:00:00Z,The reg,The pub,Heads,Heads,5,261,100,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Man, New to the University of Chicago (<1 year), New to Chicago (<1 year)",English,NA,NA,NA
265,2024-11-02T10:32:28Z,Restaurant,1899-12-30T05:19:59Z,Library,Library,Heads,Tails,5,100,100,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year), New to Chicago (<1 year), New to the US (<1 year)",Mandarin,NA,NA,NA
266,2024-11-02T11:15:34Z,I am not planning going out since I don't now where and when to go.,NA,I will try to walk around the campus,campus,Heads,Heads,0,261,0,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year), New to Chicago (<1 year), Raised outside the US",mandarin Chinese,TRUE,TRUE,TRUE
267,2024-11-02T17:37:46Z,The Bean,1899-12-30T12:00:00Z,The Quad,Hallowed Grounds,Heads,Tails,10,100,1000000000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Man,"Spanish, French, English",NA,NA,NA
268,2024-11-03T12:38:14Z,The bean,1899-12-30T12:00:00Z,Benches @ center of main quad,Psych dept,Heads,Heads,10,100,1000000000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Man,English,NA,NA,NA
269,2024-11-03T13:31:35Z,center of the Chicago,1899-12-30T12:00:00Z,the Uchicago Quad,the Uchicago Quad,Heads,Heads,0,261,0,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)",Woman,Chinese,NA,NA,NA
270,2024-11-03T14:42:28Z,millennium park,1899-12-30T09:30:00Z,bookstore,regenstein library,Heads,Tails,10,100,1000,"UChicago MA student (e.g., MAPSS, MACSS, Harris/Crown MA)","Woman, New to the University of Chicago (<1 year), New to Chicago (<1 year)",Chinese and English,NA,NA,NA
